Maximum values for m = 1849 and d = 22:
914 = [-871, -828, -785, -742, -699, -656, -613, -570, -527, -484, -441, -398, -355, -312, -269, -226, -183, -140, -97, -54, -11, 32, 75, 118, 161, 204, 247, 290, 333, 376, 419, 462, 473, 505, 548, 591, 634, 677, 720, 763, 806, 849, 892]
915 = [-872, -829, -786, -743, -700, -657, -614, -571, -528, -485, -442, -399, -356, -313, -270, -227, -184, -141, -98, -55, -12, 31, 74, 117, 160, 203, 246, 289, 332, 375, 418, 461, 504, 516, 547, 590, 633, 676, 719, 762, 805, 848, 891]
916 = [-873, -830, -787, -744, -701, -658, -615, -572, -529, -486, -443, -400, -357, -314, -271, -228, -185, -142, -99, -56, -13, 30, 73, 116, 159, 202, 245, 288, 331, 374, 417, 460, 503, 546, 559, 589, 632, 675, 718, 761, 804, 847, 890]
917 = [-874, -831, -788, -745, -702, -659, -616, -573, -530, -487, -444, -401, -358, -315, -272, -229, -186, -143, -100, -57, -14, 29, 72, 115, 158, 201, 244, 287, 330, 373, 416, 459, 502, 545, 588, 602, 631, 674, 717, 760, 803, 846, 889]
918 = [-875, -832, -789, -746, -703, -660, -617, -574, -531, -488, -445, -402, -359, -316, -273, -230, -187, -144, -101, -58, -15, 28, 71, 114, 157, 200, 243, 286, 329, 372, 415, 458, 501, 544, 587, 630, 645, 673, 716, 759, 802, 845, 888]
919 = [-876, -833, -790, -747, -704, -661, -618, -575, -532, -489, -446, -403, -360, -317, -274, -231, -188, -145, -102, -59, -16, 27, 70, 113, 156, 199, 242, 285, 328, 371, 414, 457, 500, 543, 586, 629, 672, 688, 715, 758, 801, 844, 887]
920 = [-877, -834, -791, -748, -705, -662, -619, -576, -533, -490, -447, -404, -361, -318, -275, -232, -189, -146, -103, -60, -17, 26, 69, 112, 155, 198, 241, 284, 327, 370, 413, 456, 499, 542, 585, 628, 671, 714, 731, 757, 800, 843, 886]
921 = [-878, -835, -792, -749, -706, -663, -620, -577, -534, -491, -448, -405, -362, -319, -276, -233, -190, -147, -104, -61, -18, 25, 68, 111, 154, 197, 240, 283, 326, 369, 412, 455, 498, 541, 584, 627, 670, 713, 756, 774, 799, 842, 885]
922 = [-879, -836, -793, -750, -707, -664, -621, -578, -535, -492, -449, -406, -363, -320, -277, -234, -191, -148, -105, -62, -19, 24, 67, 110, 153, 196, 239, 282, 325, 368, 411, 454, 497, 540, 583, 626, 669, 712, 755, 798, 817, 841, 884]
923 = [-880, -837, -794, -751, -708, -665, -622, -579, -536, -493, -450, -407, -364, -321, -278, -235, -192, -149, -106, -63, -20, 23, 66, 109, 152, 195, 238, 281, 324, 367, 410, 453, 496, 539, 582, 625, 668, 711, 754, 797, 840, 860, 883]
924 = [-881, -838, -795, -752, -709, -666, -623, -580, -537, -494, -451, -408, -365, -322, -279, -236, -193, -150, -107, -64, -21, 22, 65, 108, 151, 194, 237, 280, 323, 366, 409, 452, 495, 538, 581, 624, 667, 710, 753, 796, 839, 882, 903]
-924 = [-903, -882, -839, -796, -753, -710, -667, -624, -581, -538, -495, -452, -409, -366, -323, -280, -237, -194, -151, -108, -65, -22, 21, 64, 107, 150, 193, 236, 279, 322, 365, 408, 451, 494, 537, 580, 623, 666, 709, 752, 795, 838, 881]
-923 = [-883, -860, -840, -797, -754, -711, -668, -625, -582, -539, -496, -453, -410, -367, -324, -281, -238, -195, -152, -109, -66, -23, 20, 63, 106, 149, 192, 235, 278, 321, 364, 407, 450, 493, 536, 579, 622, 665, 708, 751, 794, 837, 880]
-922 = [-884, -841, -817, -798, -755, -712, -669, -626, -583, -540, -497, -454, -411, -368, -325, -282, -239, -196, -153, -110, -67, -24, 19, 62, 105, 148, 191, 234, 277, 320, 363, 406, 449, 492, 535, 578, 621, 664, 707, 750, 793, 836, 879]
-921 = [-885, -842, -799, -774, -756, -713, -670, -627, -584, -541, -498, -455, -412, -369, -326, -283, -240, -197, -154, -111, -68, -25, 18, 61, 104, 147, 190, 233, 276, 319, 362, 405, 448, 491, 534, 577, 620, 663, 706, 749, 792, 835, 878]
-920 = [-886, -843, -800, -757, -731, -714, -671, -628, -585, -542, -499, -456, -413, -370, -327, -284, -241, -198, -155, -112, -69, -26, 17, 60, 103, 146, 189, 232, 275, 318, 361, 404, 447, 490, 533, 576, 619, 662, 705, 748, 791, 834, 877]
-919 = [-887, -844, -801, -758, -715, -688, -672, -629, -586, -543, -500, -457, -414, -371, -328, -285, -242, -199, -156, -113, -70, -27, 16, 59, 102, 145, 188, 231, 274, 317, 360, 403, 446, 489, 532, 575, 618, 661, 704, 747, 790, 833, 876]
-918 = [-888, -845, -802, -759, -716, -673, -645, -630, -587, -544, -501, -458, -415, -372, -329, -286, -243, -200, -157, -114, -71, -28, 15, 58, 101, 144, 187, 230, 273, 316, 359, 402, 445, 488, 531, 574, 617, 660, 703, 746, 789, 832, 875]
-917 = [-889, -846, -803, -760, -717, -674, -631, -602, -588, -545, -502, -459, -416, -373, -330, -287, -244, -201, -158, -115, -72, -29, 14, 57, 100, 143, 186, 229, 272, 315, 358, 401, 444, 487, 530, 573, 616, 659, 702, 745, 788, 831, 874]
-916 = [-890, -847, -804, -761, -718, -675, -632, -589, -559, -546, -503, -460, -417, -374, -331, -288, -245, -202, -159, -116, -73, -30, 13, 56, 99, 142, 185, 228, 271, 314, 357, 400, 443, 486, 529, 572, 615, 658, 701, 744, 787, 830, 873]
-915 = [-891, -848, -805, -762, -719, -676, -633, -590, -547, -516, -504, -461, -418, -375, -332, -289, -246, -203, -160, -117, -74, -31, 12, 55, 98, 141, 184, 227, 270, 313, 356, 399, 442, 485, 528, 571, 614, 657, 700, 743, 786, 829, 872]
-914 = [-892, -849, -806, -763, -720, -677, -634, -591, -548, -505, -473, -462, -419, -376, -333, -290, -247, -204, -161, -118, -75, -32, 11, 54, 97, 140, 183, 226, 269, 312, 355, 398, 441, 484, 527, 570, 613, 656, 699, 742, 785, 828, 871]
-913 = [-893, -850, -807, -764, -721, -678, -635, -592, -549, -506, -463, -430, -420, -377, -334, -291, -248, -205, -162, -119, -76, -33, 10, 53, 96, 139, 182, 225, 268, 311, 354, 397, 440, 483, 526, 569, 612, 655, 698, 741, 784, 827, 870]
-912 = [-894, -851, -808, -765, -722, -679, -636, -593, -550, -507, -464, -421, -387, -378, -335, -292, -249, -206, -163, -120, -77, -34, 9, 52, 95, 138, 181, 224, 267, 310, 353, 396, 439, 482, 525, 568, 611, 654, 697, 740, 783, 826, 869]
-911 = [-895, -852, -809, -766, -723, -680, -637, -594, -551, -508, -465, -422, -379, -344, -336, -293, -250, -207, -164, -121, -78, -35, 8, 51, 94, 137, 180, 223, 266, 309, 352, 395, 438, 481, 524, 567, 610, 653, 696, 739, 782, 825, 868]
-910 = [-896, -853, -810, -767, -724, -681, -638, -595, -552, -509, -466, -423, -380, -337, -301, -294, -251, -208, -165, -122, -79, -36, 7, 50, 93, 136, 179, 222, 265, 308, 351, 394, 437, 480, 523, 566, 609, 652, 695, 738, 781, 824, 867]
-909 = [-897, -854, -811, -768, -725, -682, -639, -596, -553, -510, -467, -424, -381, -338, -295, -258, -252, -209, -166, -123, -80, -37, 6, 49, 92, 135, 178, 221, 264, 307, 350, 393, 436, 479, 522, 565, 608, 651, 694, 737, 780, 823, 866]
-908 = [-898, -855, -812, -769, -726, -683, -640, -597, -554, -511, -468, -425, -382, -339, -296, -253, -215, -210, -167, -124, -81, -38, 5, 48, 91, 134, 177, 220, 263, 306, 349, 392, 435, 478, 521, 564, 607, 650, 693, 736, 779, 822, 865]
-907 = [-899, -856, -813, -770, -727, -684, -641, -598, -555, -512, -469, -426, -383, -340, -297, -254, -211, -172, -168, -125, -82, -39, 4, 47, 90, 133, 176, 219, 262, 305, 348, 391, 434, 477, 520, 563, 606, 649, 692, 735, 778, 821, 864]
-906 = [-900, -857, -814, -771, -728, -685, -642, -599, -556, -513, -470, -427, -384, -341, -298, -255, -212, -169, -129, -126, -83, -40, 3, 46, 89, 132, 175, 218, 261, 304, 347, 390, 433, 476, 519, 562, 605, 648, 691, 734, 777, 820, 863]
-905 = [-901, -858, -815, -772, -729, -686, -643, -600, -557, -514, -471, -428, -385, -342, -299, -256, -213, -170, -127, -86, -84, -41, 2, 45, 88, 131, 174, 217, 260, 303, 346, 389, 432, 475, 518, 561, 604, 647, 690, 733, 776, 819, 862]
-904 = [-902, -859, -816, -773, -730, -687, -644, -601, -558, -515, -472, -429, -386, -343, -300, -257, -214, -171, -128, -85, -43, -42, 1, 44, 87, 130, 173, 216, 259, 302, 345, 388, 431, 474, 517, 560, 603, 646, 689, 732, 775, 818, 861]
